Transport ID;Container ID;Container Type;Forwarder;Trucking Time Start;Ground Handler 1;Airport 1;Ground Handler 2;Airport 2;Ground Handler 3;Airport 3;Ground Handler 4;Airport 4;Ground Handler 5;Airport 5;Trucking Time End
7754;011-10061;1500C;Bischof;22.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;26.07.2016 00:00 +0200
7755;011-10053;1500C;Bischof;22.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;25.07.2016 10:00 +0200
7755;000-10342;770C;Bischof;22.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;25.07.2016 10:00 +0200
7756;012-10005;1500CRT;Airpharm SA;22.07.2016 17:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.07.2016 19:00 +0200
7758;012-10005;1500CRT;Airpharm SA;26.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;26.07.2016 16:00 +0200
7760;010-10008;1500C;Bischof;22.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.07.2016 16:00 +0200
7760;010-10007;1500C;Bischof;22.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.07.2016 16:00 +0200
7760;010-10006;1500C;Bischof;22.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.07.2016 16:00 +0200
7760;010-10004;1500C;Bischof;22.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.07.2016 16:00 +0200
7762;000-10350;770C;Bischof;26.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7762;000-10350;770C;Bischof;26.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7762;010-10009;1500C;Bischof;26.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7762;010-10009;1500C;Bischof;26.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7764;000-10350;770C;Jet Trans Innsbruck;27.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;27.07.2016 20:00 +0200
7764;010-10009;1500C;Jet Trans Innsbruck;27.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;27.07.2016 20:00 +0200
7765;000-10350;770C;Jet Trans Innsbruck;31.07.2016 13:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7765;010-10009;1500C;Jet Trans Innsbruck;31.07.2016 13:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7766;011-10089;1500C;Bischof;03.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7767;012-10006;1500CRT;Airpharm SA;03.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 14:00 +0200
7768;000-10669;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10668;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10665;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10664;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10667;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10666;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10673;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10674;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10671;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10672;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10670;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7768;000-10683;770C;Bischof;29.07.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.07.2016 15:00 +0200
7770;012-10003;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7770;012-10003;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7770;012-10002;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7770;012-10002;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7770;012-10001;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7770;012-10001;1500CRT;1524;29.07.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 12:00 +0200
7771;002-10002;770CRT;Courier Factory;16.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7771;002-10002;770CRT;Courier Factory;16.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7773;000-10660;770C;Jet Trans Innsbruck;03.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;10.08.2016 10:00 +0200
7775;000-10660;770C;Bischof;10.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;11.08.2016 10:00 +0200
7777;000-10338;770C;Jet Trans Innsbruck;30.07.2016 10:00 +0700;;;;; ##; ##; ##; ##; ##; ##;10.08.2016 10:00 +0200
7778;000-10338;770C;Jet Trans Innsbruck;10.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;11.08.2016 10:00 +0200
7783;000-10339;770C;Bischof;11.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7783;000-10339;770C;Bischof;11.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7785;000-10339;770C;1524;12.08.2016 12:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7785;000-10339;770C;1524;12.08.2016 12:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7786;002-10007;770CRT;ACL;02.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.08.2016 10:00
7790;000-10339;770C;;15.08.2016 22:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7792;012-10004;1500CRT;Courier Factory;04.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 10:00 +0200
7792;002-10010;770CRT;Courier Factory;04.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 10:00 +0200
7793;011-10053;1500C;Courier Factory;08.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.08.2016 10:00 +0200
7793;000-10342;770C;Courier Factory;08.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.08.2016 10:00 +0200
7796;000-10658;770C;Ocasa;28.07.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;28.07.2016 20:00
7798;011-10010;1500C;ACL;17.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7798;011-10010;1500C;ACL;17.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7801;000-10289;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10296;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10292;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10263;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10275;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10178;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10180;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10184;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;002-10001;770CRT;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10203;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10206;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7801;000-10238;770C;Jet Trans Innsbruck;15.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;17.08.2016 10:00 +0200
7804;012-10007;1500CRT;Airpharm SA;08.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 16:00 +0200
7804;012-10009;1500CRT;Airpharm SA;08.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 16:00 +0200
7804;012-10010;1500CRT;Airpharm SA;08.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 16:00 +0200
7804;012-10011;1500CRT;Airpharm SA;08.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 16:00 +0200
7804;012-10008;1500CRT;Airpharm SA;08.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;08.08.2016 16:00 +0200
7806;000-10659;770C;Ocasa;19.08.2016 16:00;;;;; ##; ##; ##; ##; ##; ##;19.08.2016 20:00
7808;012-10005;1500CRT;Courier Factory;02.08.2016 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;03.08.2016 10:00 +0200
7809;012-10005;1500CRT;Courier Factory;04.08.2016 08:00 +0200;;;;; ##; ##; ##; ##; ##; ##;05.08.2016 10:00 +0200
7810;011-10001;1500C;Yusen Logistics;08.08.2016 09:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.08.2016 10:00 +0200
7811;011-10001;1500C;El Al;09.08.2016 19:00 +0000;;;;; ##; ##; ##; ##; ##; ##;10.08.2016 10:00 +0300
7813;002-10002;770CRT;Courier Factory;16.08.2016 16:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.08.2016 18:00 +0200
7814;002-10002;770CRT;Courier Factory;22.08.2016 21:00 +0000;;;;; ##; ##; ##; ##; ##; ##;24.08.2016 09:00 +0200
7815;012-10005;1500CRT;Lamprecht Pharma Logistics;26.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7815;012-10005;1500CRT;Lamprecht Pharma Logistics;26.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7815;012-10010;1500CRT;Lamprecht Pharma Logistics;26.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7815;012-10010;1500CRT;Lamprecht Pharma Logistics;26.08.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7817;012-10005;1500CRT;Lamprecht Pharma Logistics;29.08.2016 20:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7817;012-10010;1500CRT;Lamprecht Pharma Logistics;29.08.2016 20:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7818;012-10002;1500CRT;Courier Factory;01.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7818;012-10002;1500CRT;Courier Factory;01.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7820;000-10283;770C;Courier Factory;02.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7820;000-10283;770C;Courier Factory;02.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7822;011-10086;1500C;Bischof;05.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7823;011-10088;1500C;Jet Trans Innsbruck;26.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7823;011-10088;1500C;Jet Trans Innsbruck;26.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7828;012-10005;1500CRT;ACL;01.09.2016 10:00;;;;; ##; ##; ##; ##; ##; ##;
7828;012-10010;1500CRT;ACL;01.09.2016 10:00;;;;; ##; ##; ##; ##; ##; ##;
7831;011-10012;1500C;Yusen Logistics;31.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7831;011-10012;1500C;Yusen Logistics;31.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7831;011-10012;1500C;Yusen Logistics;31.08.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7832;999-10002;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10001;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10009;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10008;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10007;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10006;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10005;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10004;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;999-10003;Prototype;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10296;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10292;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10263;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10275;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10338;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10508;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;002-10001;770CRT;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10441;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10203;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10206;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10656;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7832;000-10660;770C;Bischof;29.08.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;29.08.2016 18:00 +0200
7833;011-10076;1500C;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7833;011-10076;1500C;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7833;000-10333;770C;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7833;000-10333;770C;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7838;012-10004;1500CRT;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7838;012-10004;1500CRT;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7838;002-10010;770CRT;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7838;002-10010;770CRT;Bischof;30.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7841;011-10008;1500C;Yusen Logistics;24.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7841;011-10008;1500C;Yusen Logistics;24.08.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7846;011-10084;1500C;Jet Trans Innsbruck;07.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7846;011-10084;1500C;Jet Trans Innsbruck;07.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7846;011-10085;1500C;Jet Trans Innsbruck;07.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7846;011-10085;1500C;Jet Trans Innsbruck;07.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7849;000-10290;770C;Jet Trans Innsbruck;06.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;07.09.2016 10:00 +0200
7849;000-10221;770C;Jet Trans Innsbruck;06.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;07.09.2016 10:00 +0200
7850;000-10343;770C;Jet Trans Innsbruck;08.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 00:00 +0200
7850;011-10054;1500C;Jet Trans Innsbruck;08.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 00:00 +0200
7853;012-10011;1500CRT;Courier Factory;07.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;08.09.2016 10:00 +0200
7853;002-10011;770CRT;Courier Factory;07.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;08.09.2016 10:00 +0200
7854;011-10076;1500C;Courier Factory;08.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.09.2016 10:00 +0200
7854;000-10333;770C;Courier Factory;08.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.09.2016 10:00 +0200
7856;012-10007;1500CRT;Courier Factory;06.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7856;012-10007;1500CRT;Courier Factory;06.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7856;012-10008;1500CRT;Courier Factory;06.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7856;012-10008;1500CRT;Courier Factory;06.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7858;012-10007;1500CRT;1524;07.09.2016 13:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.09.2016 12:00
7858;012-10008;1500CRT;1524;07.09.2016 13:00 +0000;;;;; ##; ##; ##; ##; ##; ##;09.09.2016 12:00
7859;012-10007;1500CRT;ACL;10.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;13.09.2016 00:00
7859;012-10008;1500CRT;ACL;10.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;13.09.2016 00:00
7861;000-10657;770C;Yusen Logistics;07.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7861;000-10657;770C;Yusen Logistics;07.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7864;000-10444;770C;Courier Factory;14.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7864;000-10444;770C;Courier Factory;14.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7867;012-10006;1500CRT;Courier Factory;15.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7867;012-10006;1500CRT;Courier Factory;15.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7867;012-10009;1500CRT;Courier Factory;15.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7867;012-10009;1500CRT;Courier Factory;15.09.2016 11:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10286;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10286;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10285;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10285;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10264;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10264;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10273;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7869;000-10273;770C;Jet Trans Innsbruck;08.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7871;000-10286;770C;Jet Trans Innsbruck;09.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 10:00 +0530
7871;000-10285;770C;Jet Trans Innsbruck;09.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 10:00 +0530
7871;000-10264;770C;Jet Trans Innsbruck;09.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 10:00 +0530
7871;000-10273;770C;Jet Trans Innsbruck;09.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;12.09.2016 10:00 +0530
7873;000-10341;770C;Gebrüder Weiss;08.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7873;000-10339;770C;Gebrüder Weiss;08.09.2016 08:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7876;012-10002;1500CRT;L4P Logistics4Pharma;05.09.2016 00:00 +0000;;;;; ##; ##; ##; ##; ##; ##;06.09.2016 08:00 +0900
7877;012-10002;1500CRT;Nippon Express;06.09.2016 10:00 +0900;;;;; ##; ##; ##; ##; ##; ##;06.09.2016 18:00 +0900
7879;000-10283;770C;1524;06.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7880;000-10657;770C;Jet Trans Innsbruck;09.09.2016 09:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7883;012-10006;1500CRT;L4P Logistics4Pharma;16.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7883;012-10009;1500CRT;L4P Logistics4Pharma;16.09.2016 18:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10087;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10087;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10081;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10081;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10080;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10080;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10082;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7885;011-10082;1500C;Bischof;19.09.2016 05:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7886;011-10086;1500C;Jet Trans Innsbruck;08.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;13.09.2016 10:00 +0400
7888;000-10267;770C;Base Logistica Ultramarina;15.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7888;000-10267;770C;Base Logistica Ultramarina;15.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7888;000-10215;770C;Base Logistica Ultramarina;15.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7888;000-10215;770C;Base Logistica Ultramarina;15.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7889;011-10088;1500C;Jet Trans Innsbruck;12.09.2016 17:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7892;000-10343;770C;Jet Trans Innsbruck;14.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7892;011-10054;1500C;Jet Trans Innsbruck;14.09.2016 15:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7893;000-10444;770C;Courier Factory;14.09.2016 20:00 +0000;;;;; ##; ##; ##; ##; ##; ##;16.09.2016 10:00 +0200
7894;011-10083;1500C;Courier Factory;16.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;16.09.2016 20:00 +0200
7895;011-10083;1500C;Courier Factory;16.09.2016 22:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7895;011-10083;1500C;Courier Factory;16.09.2016 22:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7897;011-10084;1500C;Jet Trans Innsbruck;16.09.2016 12:00 +0000;;;;; ##; ##; ##; ##; ##; ##;16.09.2016 16:00 +0200
7900;011-10064;1500C;Bischof;20.09.2016 12:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7900;011-10064;1500C;Bischof;20.09.2016 12:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7903;011-10064;1500C;Jet Trans Innsbruck;21.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.09.2016 16:00 +0200
7904;012-10015;1500CRT;Airpharm SA;22.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;23.09.2016 08:00 +0200
7904;012-10014;1500CRT;Airpharm SA;22.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;23.09.2016 08:00 +0200
7904;012-10012;1500CRT;Airpharm SA;22.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;23.09.2016 08:00 +0200
7904;012-10013;1500CRT;Airpharm SA;22.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;23.09.2016 08:00 +0200
7907;011-10069;1500C;Courier Factory;22.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;23.09.2016 10:00 +0200
7911;000-10343;770C;Bischof;21.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.09.2016 10:00 +0200
7911;011-10054;1500C;Bischof;21.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;22.09.2016 10:00 +0200
7912;011-10069;1500C;Courier Factory;27.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;28.09.2016 10:00 +0200
7913;012-10002;1500CRT;Jet Trans Innsbruck;28.09.2016 10:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
7915;000-10283;770C;Jet Trans Innsbruck;09.09.2016 14:00 +0000;;;;; ##; ##; ##; ##; ##; ##;
