Transport ID;Container ID;Container Type;Forwarder;Trucking Time Start;Ground Handler 1;Airport 1;Ground Handler 2;Airport 2;Ground Handler 3;Airport 3;Ground Handler 4;Airport 4;Ground Handler 5;Airport 5;Trucking Time End
6348;000-10184;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10189;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10188;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10191;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10199;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10211;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10200;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10202;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10205;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10204;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10207;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10206;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10209;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6348;000-10208;770C;Agility Logistics;26.06.2014 10:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6352;000-10203;770C;Agility Logistics;25.06.2014 05:00 +0200;;;;; ##; ##; ##; ##; ##; ##;
6357;999-10009;Prototype;Bischof;18.06.2014;;;;; ##; ##; ##; ##; ##; ##;18.06.2014
6358;000-10201;770C;Jet Trans Innsbruck;25.06.2014 15:00 +0200;;;;; ##; ##; ##; ##; ##; ##;30.06.2014
6361;000-10217;770C;Dachser;30.06.2014;;;;; ##; ##; ##; ##; ##; ##;07.07.2014
6362;000-10364;770C;NV Logistics;11.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6362;000-10364;770C;NV Logistics;11.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6362;000-10364;770C;NV Logistics;11.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6362;000-10364;770C;NV Logistics;11.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6362;000-10364;770C;NV Logistics;11.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6374;000-10201;770C;Jet Trans Innsbruck;01.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6374;000-10201;770C;Jet Trans Innsbruck;01.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6374;000-10201;770C;Jet Trans Innsbruck;01.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6374;000-10201;770C;Jet Trans Innsbruck;01.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6379;000-10231;770C;Dachser;18.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6379;000-10231;770C;Dachser;18.07.2014;;;;; ##; ##; ##; ##; ##; ##;
6387;000-10203;770C;Unitrans;23.07.2014;;;;; ##; ##; ##; ##; ##; ##;23.07.2014 11:00
6394;000-10293;770C;Bischof;28.07.2014 16:00 +0200;;;;; ##; ##; ##; ##; ##; ##;29.07.2014 08:00 +0200
6400;000-10293;770C;Jet Trans Innsbruck;01.08.2014;;;;; ##; ##; ##; ##; ##; ##;03.08.2014
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6401;000-10293;770C;Jet Trans Innsbruck;04.08.2014 13:35 +0800;;;;; ##; ##; ##; ##; ##; ##;
6405;000-10212;770C;Ocasa;06.08.2014;;;;; ##; ##; ##; ##; ##; ##;06.08.2014
6407;000-10213;770C;Ocasa;06.08.2014;;;;; ##; ##; ##; ##; ##; ##;06.08.2014
6409;000-10214;770C;Ocasa;06.08.2014;;;;; ##; ##; ##; ##; ##; ##;06.08.2014
6411;000-10222;770C;Ocasa;06.08.2014;;;;; ##; ##; ##; ##; ##; ##;07.08.2014 08:15 +0200
6413;000-10240;770C;Ocasa;08.08.2014;;;;; ##; ##; ##; ##; ##; ##;08.08.2014 12:00 +0200
6422;000-10240;770C;1524;11.08.2014 22:40 +0200;;BSL;;GRU; ##; ##; ##; ##; ##; ##;12.08.2014 05:50
6422;000-10240;770C;1524;11.08.2014 22:40 +0200;;BSL;;GRU; ##; ##; ##; ##; ##; ##;12.08.2014 05:50
6422;000-10240;770C;1524;11.08.2014 22:40 +0200;;BSL;;GRU; ##; ##; ##; ##; ##; ##;12.08.2014 05:50
6423;000-10234;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6423;000-10234;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6423;000-10234;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6423;000-10234;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6423;000-10234;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6426;000-10256;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6426;000-10256;770C;Dachser;18.08.2014;;;;; ##; ##; ##; ##; ##; ##;
6432;000-10190;770C;ILS Truck Brazi;07.08.2014;;;;; ##; ##; ##; ##; ##; ##;07.08.2014
6434;000-10258;770C;Ocasa;20.08.2014;;;;; ##; ##; ##; ##; ##; ##;20.08.2014
6437;000-10258;770C;Ocasa;27.08.2014;;;;; ##; ##; ##; ##; ##; ##;27.08.2014
6444;000-10258;770C;Ocasa;02.09.2014;;;;; ##; ##; ##; ##; ##; ##;03.09.2014
6454;000-10257;770C;Ocasa;15.09.2014;;;;; ##; ##; ##; ##; ##; ##;15.09.2014
6458;000-10240;770C;ILS Truck Brazi;22.08.2014;;;;; ##; ##; ##; ##; ##; ##;22.08.2014
6459;000-10258;770C;Yusen Logistics;17.09.2014;;;;; ##; ##; ##; ##; ##; ##;18.09.2014
6461;000-10258;770C;Ocasa;29.09.2014;;;;; ##; ##; ##; ##; ##; ##;02.10.2014
6465;000-10258;770C;Ocasa;02.10.2014;;;;; ##; ##; ##; ##; ##; ##;03.10.2014
6466;000-10293;770C;Ocasa;03.10.2014;;;;; ##; ##; ##; ##; ##; ##;03.10.2014
6468;000-10201;770C;Ocasa;03.10.2014;;;;; ##; ##; ##; ##; ##; ##;03.10.2014
6470;000-10257;770C;Ocasa;16.09.2014;;;;; ##; ##; ##; ##; ##; ##;17.09.2014
6471;000-10225;770C;Bischof;18.06.2014;;;;; ##; ##; ##; ##; ##; ##;18.06.2014
6473;000-10214;770C;Bischof;13.10.2014;;;;; ##; ##; ##; ##; ##; ##;13.10.2014
6474;999-10007;Prototype;Bischof;13.10.2014;;;;; ##; ##; ##; ##; ##; ##;13.10.2014
6476;000-10213;770C;Bischof;17.10.2014 05:00 +0200;;;;; ##; ##; ##; ##; ##; ##;17.10.2014 08:45 +0200
6476;000-10224;770C;Bischof;17.10.2014 05:00 +0200;;;;; ##; ##; ##; ##; ##; ##;17.10.2014 08:45 +0200
6477;999-10007;Prototype;Bischof;16.10.2014;;;;; ##; ##; ##; ##; ##; ##;16.10.2014
6478;999-10007;Prototype;GlobSped;16.10.2014;;FRA;;JED; ##; ##; ##; ##; ##; ##;
6484;000-10214;770C;Jet Trans Innsbruck;14.10.2014;;VIE;;TPE; ##; ##; ##; ##; ##; ##;19.10.2014
6486;000-10214;770C;Jet Trans Innsbruck;19.10.2014;;;;; ##; ##; ##; ##; ##; ##;
6486;000-10214;770C;Jet Trans Innsbruck;19.10.2014;;;;; ##; ##; ##; ##; ##; ##;
6486;000-10214;770C;Jet Trans Innsbruck;19.10.2014;;;;; ##; ##; ##; ##; ##; ##;
6488;999-10010;Prototype;;18.09.2014;;;;; ##; ##; ##; ##; ##; ##;18.09.2014
6490;999-10010;Prototype;Bischof;16.10.2014;;;;; ##; ##; ##; ##; ##; ##;16.10.2014
6492;999-10010;Prototype;Bischof;20.10.2014;;;;; ##; ##; ##; ##; ##; ##;20.10.2014
6492;000-10316;770C;Bischof;20.10.2014;;;;; ##; ##; ##; ##; ##; ##;20.10.2014
6494;000-10213;770C;Panalpina World Transport;17.10.2014 14:00 +0200;;AMS;;SCL; ##; ##; ##; ##; ##; ##;
6495;000-10224;770C;Panalpina World Transport;17.10.2014 14:00 +0200;;CDG;;MVD; ##; ##; ##; ##; ##; ##;
6495;000-10224;770C;Panalpina World Transport;17.10.2014 14:00 +0200;;CDG;;MVD; ##; ##; ##; ##; ##; ##;
6497;000-10212;770C;Ocasa;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6499;000-10295;770C;Bischof;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6501;000-10297;770C;Bischof;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6503;000-10304;770C;Ocasa;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6505;000-10308;770C;Ocasa;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6507;000-10435;770C;Ocasa;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6509;999-10010;Prototype;Bischof;21.10.2014;;;;; ##; ##; ##; ##; ##; ##;21.10.2014
6510;000-10212;770C;Ocasa;22.10.2014;;;;; ##; ##; ##; ##; ##; ##;22.10.2014
6515;000-10495;770C;Bischof;22.10.2014;;;;; ##; ##; ##; ##; ##; ##;22.10.2014
6517;000-10435;770C;Bischof;26.10.2014;;;;; ##; ##; ##; ##; ##; ##;27.10.2014
6519;000-10323;770C;Ocasa;29.10.2014;;;;; ##; ##; ##; ##; ##; ##;29.10.2014
6521;000-10323;770C;Ocasa;31.10.2014;;;;; ##; ##; ##; ##; ##; ##;31.10.2014
6524;000-10495;770C;Ocasa;22.10.2014;;;;; ##; ##; ##; ##; ##; ##;22.10.2014
6525;000-10495;770C;Ocasa;04.11.2014;;;;; ##; ##; ##; ##; ##; ##;04.11.2014
6526;999-10008;Prototype;;06.11.2014;;;;; ##; ##; ##; ##; ##; ##;06.11.2014
6527;000-10304;770C;Ocasa;03.11.2014;;;;; ##; ##; ##; ##; ##; ##;04.11.2014
6528;000-10203;770C;Unitrans;14.10.2014;;;;; ##; ##; ##; ##; ##; ##;23.10.2014
6529;000-10203;770C;;25.10.2014;;;;; ##; ##; ##; ##; ##; ##;28.10.2014
6531;000-10304;770C;Ocasa;03.11.2014;;;;; ##; ##; ##; ##; ##; ##;04.11.2014
6533;000-10316;770C;Ocasa;06.11.2014;;;;; ##; ##; ##; ##; ##; ##;06.11.2014
6535;000-10239;770C;Bischof;07.11.2014;;;;; ##; ##; ##; ##; ##; ##;07.11.2014
6537;999-10007;Prototype;ISRA Freight & Logistics;03.11.2014;;;;; ##; ##; ##; ##; ##; ##;03.11.2014
6542;000-10224;770C;Ocasa;28.10.2014;;;;; ##; ##; ##; ##; ##; ##;30.10.2014
6543;000-10295;770C;Fiege;12.11.2014;;AMS;;JED; ##; ##; ##; ##; ##; ##;
6543;000-10295;770C;Fiege;12.11.2014;;AMS;;JED; ##; ##; ##; ##; ##; ##;
6544;999-10012;Prototype;Ocasa;13.11.2014;;;;; ##; ##; ##; ##; ##; ##;13.11.2014
6546;000-10308;770C;Ocasa;17.11.2014;;;;; ##; ##; ##; ##; ##; ##;
6549;000-10263;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6551;000-10262;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6553;000-10260;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6556;000-10259;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6559;000-10255;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6566;000-10308;770C;Jet Trans Innsbruck;18.11.2014;;VIE;;TPE; ##; ##; ##; ##; ##; ##;
6569;000-10239;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;19.11.2014
6571;000-10212;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;19.11.2014
6571;000-10212;770C;Ocasa;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;19.11.2014
6573;000-10212;770C;Panalpina World Transport;19.11.2014;;AMS;;BOG; ##; ##; ##; ##; ##; ##;
6577;000-10223;770C;Ocasa;19.11.2014;;;;; ##; ##; ##; ##; ##; ##;20.11.2014
6582;000-10308;770C;Jet Trans Innsbruck;20.11.2014;;;;; ##; ##; ##; ##; ##; ##;
6582;000-10308;770C;Jet Trans Innsbruck;20.11.2014;;;;; ##; ##; ##; ##; ##; ##;
6585;000-10239;770C;Panalpina World Transport;19.11.2014;;AMS;;SCL; ##; ##; ##; ##; ##; ##;
6589;000-10295;770C;Fiege;12.11.2014;;;;; ##; ##; ##; ##; ##; ##;17.11.2014
6592;000-10323;770C;Bischof;18.11.2014;;;;; ##; ##; ##; ##; ##; ##;18.11.2014
6593;000-10323;770C;Bischof;21.11.2014;;;;; ##; ##; ##; ##; ##; ##;21.11.2014
6595;000-10304;770C;Panalpina World Transport;25.11.2014;;FRA;;IST; ##; ##; ##; ##; ##; ##;
6595;000-10304;770C;Panalpina World Transport;25.11.2014;;FRA;;IST; ##; ##; ##; ##; ##; ##;
6603;000-10435;770C;Panalpina World Transport;27.10.2014;;INN;;BOG; ##; ##; ##; ##; ##; ##;11.11.2014
6605;000-10435;770C;Ocasa;11.11.2014;;;;; ##; ##; ##; ##; ##; ##;11.11.2014
6607;000-10213;770C;Ocasa;28.10.2014;;;;; ##; ##; ##; ##; ##; ##;28.10.2014
6610;000-10222;770C;Panalpina World Transport;08.08.2014;;;;; ##; ##; ##; ##; ##; ##;15.08.2014
6613;000-10222;770C;Jet Trans Innsbruck;15.08.2014;;BOG;;INN; ##; ##; ##; ##; ##; ##;26.09.2014
6619;000-10297;770C;Ocasa;14.12.2014;;;;; ##; ##; ##; ##; ##; ##;15.12.2014
6622;000-10239;770C;Ocasa;12.12.2014;;;;; ##; ##; ##; ##; ##; ##;
6624;000-10214;770C;Ocasa;18.12.2014;;;;; ##; ##; ##; ##; ##; ##;18.12.2014
6627;000-10212;770C;Ocasa;28.11.2014;;;;; ##; ##; ##; ##; ##; ##;
6629;000-10304;770C;Barsan Logistics;19.12.2014;;;;; ##; ##; ##; ##; ##; ##;
6631;000-10295;770C;Expeditor International;17.12.2014;;BAH-DXB;;ZRH; ##; ##; ##; ##; ##; ##;05.01.2015
6635;000-10304;770C;Ocasa;09.01.2015;;;;; ##; ##; ##; ##; ##; ##;09.01.2015
6637;000-10213;770C;Ocasa;08.01.2015;;;;; ##; ##; ##; ##; ##; ##;09.01.2015
6639;000-10287;770C;Ocasa;16.01.2015;;;;; ##; ##; ##; ##; ##; ##;16.01.2015
6639;000-10290;770C;Ocasa;16.01.2015;;;;; ##; ##; ##; ##; ##; ##;16.01.2015
6639;000-10291;770C;Ocasa;16.01.2015;;;;; ##; ##; ##; ##; ##; ##;16.01.2015
6641;000-10260;770C;Jet Trans Innsbruck;16.01.2015;;;;; ##; ##; ##; ##; ##; ##;
6641;000-10260;770C;Jet Trans Innsbruck;16.01.2015;;;;; ##; ##; ##; ##; ##; ##;
6643;000-10255;770C;Ocasa;16.01.2015;;LUX;;MEX; ##; ##; ##; ##; ##; ##;
6643;000-10259;770C;Ocasa;16.01.2015;;LUX;;MEX; ##; ##; ##; ##; ##; ##;
6643;000-10259;770C;Ocasa;16.01.2015;;LUX;;MEX; ##; ##; ##; ##; ##; ##;
6644;000-10262;770C;Ocasa;19.01.2015;;;;; ##; ##; ##; ##; ##; ##;20.01.2015
6646;000-10262;770C;Yusen Logistics;20.01.2015;;Leipzig;;Malta; ##; ##; ##; ##; ##; ##;
6648;000-10297;770C;Freitan;19.01.2015;;;;; ##; ##; ##; ##; ##; ##;19.01.2015
6649;000-10223;770C;Freitan;19.01.2015;;;;; ##; ##; ##; ##; ##; ##;19.01.2015
6651;000-10257;770C;Freitan;19.01.2015;;;;; ##; ##; ##; ##; ##; ##;19.01.2015
6652;000-10257;770C;Bischof;21.01.2015;;;;; ##; ##; ##; ##; ##; ##;21.01.2015
6654;000-10223;770C;Bischof;21.01.2015;;;;; ##; ##; ##; ##; ##; ##;21.01.2015
6656;000-10297;770C;Bischof;21.01.2015;;;;; ##; ##; ##; ##; ##; ##;21.01.2015
6658;000-10291;770C;Bischof;30.01.2015;;;;; ##; ##; ##; ##; ##; ##;30.01.2015
6660;000-10291;770C;Panalpina World Transport;01.02.2015;;Paris;;Santiago de Chile; ##; ##; ##; ##; ##; ##;
6664;000-10262;770C;Gollcher Air Express;23.01.2015;;;;; ##; ##; ##; ##; ##; ##;30.01.2015 12:00 +0100
6665;000-10290;770C;Bischof;09.02.2015;;;;; ##; ##; ##; ##; ##; ##;10.02.2015 08:00 +0100
6668;000-10291;770C;Ocasa;10.02.2015;;;;; ##; ##; ##; ##; ##; ##;10.02.2015
6670;999-10013;Prototype;Bischof;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6670;999-10014;Prototype;Bischof;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6670;999-10000;Prototype;Bischof;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6671;000-10216;770C;Bischof;12.02.2015 09:00 +0100;;;;; ##; ##; ##; ##; ##; ##;
6671;000-10215;770C;Bischof;12.02.2015 09:00 +0100;;;;; ##; ##; ##; ##; ##; ##;
6671;000-10219;770C;Bischof;12.02.2015 09:00 +0100;;;;; ##; ##; ##; ##; ##; ##;
6671;000-10218;770C;Bischof;12.02.2015 09:00 +0100;;;;; ##; ##; ##; ##; ##; ##;
6673;999-10014;Prototype;Bischof;20.02.2015 08:00 +0100;;;;; ##; ##; ##; ##; ##; ##;
6677;999-10010;Prototype;Bischof;23.01.2015;;;;; ##; ##; ##; ##; ##; ##;23.01.2015
6678;999-10010;Prototype;Bischof;26.01.2015;;;;; ##; ##; ##; ##; ##; ##;26.01.2015
6682;000-10263;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015 08:45 +0100
6684;000-10287;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015 08:45 +0100
6684;000-10287;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015 08:45 +0100
6687;000-10308;770C;Bischof;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6695;000-10219;770C;Jet Trans Innsbruck;13.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6697;000-10259;770C;Ocasa;27.01.2015;;;;; ##; ##; ##; ##; ##; ##;27.01.2015
6698;000-10255;770C;Ocasa;27.01.2015;;;;; ##; ##; ##; ##; ##; ##;27.01.2015
6700;000-10287;770C;Panalpina World Transport;06.03.2015;;AMS;;CSL; ##; ##; ##; ##; ##; ##;
6702;000-10263;770C;Panalpina World Transport;06.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6703;000-10278;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;06.03.2015
6706;000-10278;770C;Yusen Logistics;09.03.2015;;Leiden;;Malta; ##; ##; ##; ##; ##; ##;09.03.2015
6707;000-10278;770C;Gollcher Air Express;09.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6707;000-10278;770C;Gollcher Air Express;09.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6709;000-10291;770C;Ocasa;17.02.2015;;SCL;;GRU; ##; ##; ##; ##; ##; ##;18.02.2015
6711;000-10260;770C;Ocasa;27.01.2015;;;;; ##; ##; ##; ##; ##; ##;27.01.2015
6715;000-10262;770C;Bischof;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6716;999-10010;Prototype;Bergauer;28.01.2015;;;;; ##; ##; ##; ##; ##; ##;29.01.2015
6717;999-10010;Prototype;;19.02.2015;;;;; ##; ##; ##; ##; ##; ##;20.02.2015
6718;000-10219;770C;Jet Trans Innsbruck;19.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6727;000-10290;770C;Yusen Logistics;11.02.2015;;;;; ##; ##; ##; ##; ##; ##;11.02.2015
6728;000-10290;770C;Gollcher Air Express;12.02.2015;;;;; ##; ##; ##; ##; ##; ##;20.02.2015
6731;000-10190;770C;ILS Truck Brazi;02.09.2014;;;;; ##; ##; ##; ##; ##; ##;02.09.2014
6733;000-10280;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015
6733;000-10277;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015
6733;000-10279;770C;Bischof;05.03.2015;;;;; ##; ##; ##; ##; ##; ##;05.03.2015
6734;999-10014;Prototype;Bischof;23.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6734;999-10014;Prototype;Bischof;23.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6735;999-10010;Prototype;Bischof;23.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6735;999-10010;Prototype;Bischof;23.03.2015;;;;; ##; ##; ##; ##; ##; ##;
6739;000-10287;770C;Ocasa;18.03.2015;;;;; ##; ##; ##; ##; ##; ##;18.03.2015
6741;000-10263;770C;Ocasa;25.03.2015;;;;; ##; ##; ##; ##; ##; ##;25.03.2015
6743;000-10277;770C;Bischof;13.05.2015;;;;; ##; ##; ##; ##; ##; ##;13.05.2015
6746;000-10277;770C;Panalpina World Transport;13.05.2015;;Amsterdam;;Santiago de Chile; ##; ##; ##; ##; ##; ##;
6746;000-10277;770C;Panalpina World Transport;13.05.2015;;Amsterdam;;Santiago de Chile; ##; ##; ##; ##; ##; ##;
6747;000-10280;770C;Bischof;08.04.2015;;;;; ##; ##; ##; ##; ##; ##;08.04.2015
6750;000-10280;770C;Jet Trans Innsbruck;08.04.2015;;;;; ##; ##; ##; ##; ##; ##;13.04.2015
6751;000-10280;770C;Jet Trans Innsbruck;13.04.2015;;;;; ##; ##; ##; ##; ##; ##;
6752;000-10219;770C;Jet Trans Innsbruck;01.04.2015;;;;; ##; ##; ##; ##; ##; ##;01.04.2015
6753;999-10010;Prototype;Holenstein;13.04.2015;;;;; ##; ##; ##; ##; ##; ##;14.04.2015
6755;999-10010;Prototype;Holenstein;16.04.2015;;;;; ##; ##; ##; ##; ##; ##;20.04.2015
6759;999-10010;Prototype;Bischof;24.04.2015;;;;; ##; ##; ##; ##; ##; ##;24.04.2015
6762;999-10010;Prototype;Agility Logistics;27.04.2015;;BSL;;GRU; ##; ##; ##; ##; ##; ##;
6767;999-10013;Prototype;Bischof;30.04.2015;;;;; ##; ##; ##; ##; ##; ##;30.04.2015
6775;000-10218;770C;Bischof;07.05.2015;;;;; ##; ##; ##; ##; ##; ##;08.05.2015
6777;000-10218;770C;Jet Trans Innsbruck;09.05.2015;;;;; ##; ##; ##; ##; ##; ##;
6787;000-10219;770C;Jet Trans Innsbruck;02.04.2015;;MUC;;IKA; ##; ##; ##; ##; ##; ##;20.04.2015
6790;000-10219;770C;Jet Trans Innsbruck;20.04.2015;;IKA;;MUC; ##; ##; ##; ##; ##; ##;08.05.2015
6793;999-10007;Prototype;Belglobe;03.05.2015;;JED;;GVA; ##; ##; ##; ##; ##; ##;04.05.2015
6796;999-10007;Prototype;Belglobe;08.05.2015;;;;; ##; ##; ##; ##; ##; ##;11.05.2015
6804;000-10277;770C;Ocasa;20.05.2015;;;;; ##; ##; ##; ##; ##; ##;20.05.2015
6812;000-10288;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10282;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10281;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10272;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10274;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10276;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6812;000-10275;770C;Bischof;26.05.2015;;;;; ##; ##; ##; ##; ##; ##;26.05.2015
6814;000-10216;770C;Bischof;28.05.2015;;;;; ##; ##; ##; ##; ##; ##;29.05.2015
6816;000-10216;770C;Yusen Logistics;29.05.2015 09:00 +0200;;AMS;;MLA; ##; ##; ##; ##; ##; ##;
6816;000-10216;770C;Yusen Logistics;29.05.2015 09:00 +0200;;AMS;;MLA; ##; ##; ##; ##; ##; ##;
6819;000-10215;770C;Bischof;01.06.2015;;;;; ##; ##; ##; ##; ##; ##;
6823;000-10216;770C;Gollcher Air Express;02.06.2015;;;;; ##; ##; ##; ##; ##; ##;
6824;000-10282;770C;Bischof;05.06.2015;;;;; ##; ##; ##; ##; ##; ##;
6830;000-10215;770C;Jet Trans Innsbruck;04.06.2015;;FRA;;MVD; ##; ##; ##; ##; ##; ##;
6830;000-10215;770C;Jet Trans Innsbruck;04.06.2015;;FRA;;MVD; ##; ##; ##; ##; ##; ##;
6830;000-10215;770C;Jet Trans Innsbruck;04.06.2015;;FRA;;MVD; ##; ##; ##; ##; ##; ##;
6841;000-10282;770C;Jet Trans Innsbruck;09.06.2015;;VIE;;TPE; ##; ##; ##; ##; ##; ##;10.06.2015
6844;999-10010;Prototype;;31.05.2015;;GRU;;BSL; ##; ##; ##; ##; ##; ##;02.06.2015
6847;999-10010;Prototype;Agility Logistics;11.06.2015;;;;; ##; ##; ##; ##; ##; ##;15.06.2015
6849;000-10280;770C;Bischof;08.06.2015;;;;; ##; ##; ##; ##; ##; ##;08.06.2015
6849;000-10290;770C;Bischof;08.06.2015;;;;; ##; ##; ##; ##; ##; ##;08.06.2015
6849;000-10278;770C;Bischof;08.06.2015;;;;; ##; ##; ##; ##; ##; ##;08.06.2015
6849;000-10219;770C;Bischof;08.06.2015;;;;; ##; ##; ##; ##; ##; ##;08.06.2015
6851;000-10276;770C;Bischof;16.06.2015;;;;; ##; ##; ##; ##; ##; ##;17.06.2015
6851;000-10276;770C;Bischof;16.06.2015;;;;; ##; ##; ##; ##; ##; ##;17.06.2015
6853;999-10010;Prototype;Agility Logistics;18.06.2015;;;;; ##; ##; ##; ##; ##; ##;
6857;000-10281;770C;Ocasa;22.06.2015;;;;; ##; ##; ##; ##; ##; ##;23.06.2015
6857;000-10274;770C;Ocasa;22.06.2015;;;;; ##; ##; ##; ##; ##; ##;23.06.2015
6861;000-10281;770C;Jet Trans Innsbruck;25.06.2015;;MUC;;BOG; ##; ##; ##; ##; ##; ##;
